inflow
89.74819607
134.429598
110.3907629
58.20492983
41.55784084
22.37177138
8.53446378
11.79301506
72.27453051
59.97984327
190.8468888
624.0370082
278.4842125
129.4029035
180.9615532
371.5077114
327.6394037
221.1666924
236.1642289
412.6108414
269.0359802
100.3354712
427.8323647
301.245837
610.4860416
361.6140305
253.2497597
111.1901217
217.4842706
318.2382395
93.17047173
80.44276023
123.3138596
68.5340005
55.11266997
38.43187345
33.33850663
45.7358509
64.21075649
63.80285484
27.03481444
20.31507837
12.19706506
50.53694341
62.59192797
61.90989484
88.16620976
66.40479259
117.1837468
160.0263009
75.56644576
201.9128456
326.3133335
231.3014172
119.7207125
491.3368363
847.0335167
217.7860156
183.6636152
134.6075505
441.5224527
153.5877775
376.6268913
63.67339736
57.55335721
185.0500305
75.69788999
59.96893669
43.24541258
26.91658608
45.94215861
47.22505345
16.36143548
30.40704063
39.09611137
28.89976253
37.28331111
8.599103554
44.23002466
19.41830757
30.02212684
3.716826106
23.23091071
8.323238508
11.27758572
10.17648119
16.12975926
177.3163892
283.8796623
135.4230967
70.79422134
248.1493831
140.7355003
180.767152
501.1267158
325.159936
1611.618478
550.0815601
186.8072535
69.80137273
130.0758296
99.15513768
0.377966384
0.397309453
0.284780798
35.68762414
115.9847785
32.19923926
33.56065367
28.44481764
25.29069317
25.19342151
14.95049043
38.64287871
19.93737993
19.73004825
55.53744845
49.2105285
161.0323229
108.6083916
149.8741623
71.99826861
99.38145885
622.1586118
151.8495356
115.6719143
310.3712054
89.63635347
350.4191028
283.8792978
537.3839085
485.1759526
249.4439389
97.91825815
2324.581186
127.6935512
120.6215712
338.7315618
142.1482095
86.36105015
55.60371603
63.51721737
55.84762139
67.54105469
69.30077174
61.04338399
45.57690969
42.1691023
35.29681763
21.5522483
9.884026432
11.36009087
32.54240606
13.00862448
117.2238141
17.47572962
80.75099539
45.32454416
111.1858249
36.39037148
49.2239946
102.2289236
145.6065356
65.83115048
119.1992672
215.9240367
58.36356296
133.9803256
97.52646516
12.13234366
79.82264912
94.84770637
25.17458692
80.10725811
59.57531309
28.37642269
21.07746049
14.66694183
15.53962353
44.33008884
24.11984069
22.27664611
15.07122535
19.53138013
18.28025969
22.85519008
18.73976595
57.22369863
54.78056159
149.0456462
93.35963805
55.12246906
189.5051878
427.553388
445.1114989
988.2269317
190.050575
323.3766988
80.93173373
64.68439013
282.0549939
290.4049711
117.2087121
587.3823934
429.8948834
112.388845
74.49570891
414.011342
247.489524
263.7183452
78.80585141
66.99413007
57.62410824
45.58616798
34.76135886
37.08183203
34.59912336
37.05633487
34.36132869
20.05899372
212.3264366
16.28850618
62.47073198
38.3812301
60.02525849
157.1796635
348.3904981
95.6921823
222.4447566
534.9801747
202.6326575
374.252406
301.2640538
356.6205309
570.7837421
125.3853763
112.721947
294.2728097
519.9458147
803.5635064
389.3960906
201.6955511
72.43929661
42.27602129
47.45114631
119.1028773
57.45586425
44.29788305
42.90560784
46.60894441
38.86659484
34.55668691
19.35665263
24.14106459
28.87493699
22.78861231
23.45098028
18.4832205
19.35392713
24.5824524
19.41118122
83.07460436
59.99379439
68.72046106
191.7425102
57.30007406
12.16940643
276.5647316
71.79984686
75.29909439
58.70931518
164.0968676
372.5921256
115.1433743
87.63722841
383.8504721
303.3166289
43.88110832
17.1581787
13.66063117
43.67497991
96.17693098
32.54561974
23.34984396
21.80629331
15.70626523
18.42969743
19.84269155
36.1569206
27.51112282
15.65310355
20.42367246
17.90030841
8.087226007
12.82274863
28.07178298
70.60415268
164.1238705
215.3665712
220.501614
100.8727848
268.5243991
152.921631
941.8619092
123.8606663
825.996675
912.285389
186.1258927
1104.579144
380.0941378
198.3475242
228.7432816
481.4276157
270.8782778
193.6501005
883.6425723
220.5514388
166.9102637
190.1333451
85.62930775
83.6929154
65.10265038
63.19266207
63.28583223
53.46611252
47.65411232
49.77731535
40.41052192
74.73154031
